contractid,org_name,org_type,plan_type,partial,eghp,ssa,fips,county,state,notes
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11390,13095,Dougherty,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11400,13097,Douglas,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11410,13099,Early,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11420,13101,Echols,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11421,13103,Effingham,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11430,13105,Elbert,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11440,13107,Emanuel,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11441,13109,Evans,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11450,13111,Fannin,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11451,13113,Fayette,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11460,13115,Floyd,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11461,13117,Forsyth,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11462,13119,Franklin,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11471,13123,Gilmer,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11480,13125,Glascock,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11490,13127,Glynn,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11500,13129,Gordon,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11510,13131,Grady,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11520,13133,Greene,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11540,13137,Habersham,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11560,13141,Hancock,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11570,13143,Haralson,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11580,13145,Harris,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11581,13147,Hart,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11590,13149,Heard,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11591,13151,Henry,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11601,13155,Irwin,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11610,13157,Jackson,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11611,13159,Jasper,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11612,13161,Jeff Davis,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11620,13163,Jefferson,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11630,13165,Jenkins,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11640,13167,Johnson,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11651,13171,Lamar,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11652,13173,Lanier,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11660,13175,Laurens,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11670,13177,Lee,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11680,13179,Liberty,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11690,13181,Lincoln,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11691,13183,Long,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11700,13185,Lowndes,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11701,13187,Lumpkin,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11702,13189,McDuffie,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11703,13191,McIntosh,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11710,13193,Macon,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11720,13195,Madison,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11730,13197,Marion,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11740,13199,Meriwether,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11741,13201,Miller,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11750,13205,Mitchell,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11760,13207,Monroe,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11770,13209,Montgomery,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11771,13211,Morgan,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11772,13213,Murray,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11780,13215,Muscogee,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11790,13217,Newton,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11800,13219,Oconee,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11801,13221,Oglethorpe,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11810,13223,Paulding,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11812,13227,Pickens,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11820,13229,Pierce,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11821,13231,Pike,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11830,13233,Polk,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11831,13235,Pulaski,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11832,13237,Putnam,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11833,13239,Quitman,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11834,13241,Rabun,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11835,13243,Randolph,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11840,13245,Richmond,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11841,13247,Rockdale,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11842,13249,Schley,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11850,13251,Screven,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11851,13253,Seminole,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11860,13255,Spalding,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11861,13257,Stephens,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11862,13259,Stewart,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11870,13261,Sumter,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11880,13263,Talbot,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11881,13265,Taliaferro,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11882,13267,Tattnall,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11883,13269,Taylor,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11884,13271,Telfair,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11885,13273,Terrell,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11890,13275,Thomas,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11900,13277,Tift,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11901,13279,Toombs,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11902,13281,Towns,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11903,13283,Treutlen,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11910,13285,Troup,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11911,13287,Turner,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11913,13291,Union,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11920,13293,Upson,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11921,13295,Walker,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11930,13297,Walton,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11940,13299,Ware,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11941,13301,Warren,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11950,13303,Washington,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11960,13305,Wayne,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11961,13307,Webster,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11962,13309,Wheeler,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11963,13311,White,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11970,13313,Whitfield,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11971,13315,Wilcox,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11972,13317,Wilkes,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11973,13319,Wilkinson,GA,
H1109,AETNA HEALTH INC.(GA),Local CCP,HMO/HMOPOS,NA,NA,11980,13321,Worth,GA,
H1111,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,Local CCP,HMO/HMOPOS,NA,,11090,13021,Bibb,GA,
H1111,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,Local CCP,HMO/HMOPOS,NA,,11220,13051,Chatham,GA,
H1111,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,Local CCP,HMO/HMOPOS,NA,,11250,13057,Cherokee,GA,
H1111,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,Local CCP,HMO/HMOPOS,NA,,11280,13063,Clayton,GA,
H1111,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,Local CCP,HMO/HMOPOS,NA,,11290,13067,Cobb,GA,
H1111,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,Local CCP,HMO/HMOPOS,NA,,11310,13073,Columbia,GA,
H1111,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,Local CCP,HMO/HMOPOS,NA,,11370,13089,DeKalb,GA,
H1111,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,Local CCP,HMO/HMOPOS,NA,,11461,13117,Forsyth,GA,
H1111,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,Local CCP,HMO/HMOPOS,NA,,11470,13121,Fulton,GA,
H1111,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,Local CCP,HMO/HMOPOS,NA,,11580,13145,Harris,GA,
H1111,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,Local CCP,HMO/HMOPOS,NA,,11591,13151,Henry,GA,
H1111,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,Local CCP,HMO/HMOPOS,NA,,11780,13215,Muscogee,GA,
H1111,CARE IMPROVEMENT PLUS SOUTH CENTRAL INSURANCE CO.,Local CCP,HMO/HMOPOS,NA,,11840,13245,Richmond,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11000,13001,Appling,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11010,13003,Atkinson,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11011,13005,Bacon,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11020,13007,Baker,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11030,13009,Baldwin,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11040,13011,Banks,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11050,13013,Barrow,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11060,13015,Bartow,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11070,13017,Ben Hill,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11080,13019,Berrien,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11090,13021,Bibb,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11100,13023,Bleckley,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11110,13025,Brantley,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11120,13027,Brooks,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11130,13029,Bryan,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11150,13033,Burke,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11160,13035,Butts,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11170,13039,Camden,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11180,13043,Candler,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11190,13045,Carroll,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11200,13047,Catoosa,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11210,13049,Charlton,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11220,13051,Chatham,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11230,13053,Chattahoochee,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11240,13055,Chattooga,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11250,13057,Cherokee,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11260,13059,Clarke,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11280,13063,Clayton,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11281,13065,Clinch,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11290,13067,Cobb,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11291,13069,Coffee,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11300,13071,Colquitt,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11310,13073,Columbia,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11311,13075,Cook,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11320,13077,Coweta,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11330,13079,Crawford,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11340,13081,Crisp,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11341,13083,Dade,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11350,13085,Dawson,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11360,13087,Decatur,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11370,13089,DeKalb,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11380,13091,Dodge,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11381,13093,Dooly,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11400,13097,Douglas,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11420,13101,Echols,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11421,13103,Effingham,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11430,13105,Elbert,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11440,13107,Emanuel,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11441,13109,Evans,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11450,13111,Fannin,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11451,13113,Fayette,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11460,13115,Floyd,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11461,13117,Forsyth,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11462,13119,Franklin,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11470,13121,Fulton,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11471,13123,Gilmer,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11480,13125,Glascock,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11490,13127,Glynn,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11500,13129,Gordon,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11510,13131,Grady,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11520,13133,Greene,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11530,13135,Gwinnett,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11540,13137,Habersham,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11550,13139,Hall,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11560,13141,Hancock,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11570,13143,Haralson,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11580,13145,Harris,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11581,13147,Hart,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11590,13149,Heard,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11591,13151,Henry,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11600,13153,Houston,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11601,13155,Irwin,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11610,13157,Jackson,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11611,13159,Jasper,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11612,13161,Jeff Davis,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11620,13163,Jefferson,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11630,13165,Jenkins,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11640,13167,Johnson,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11650,13169,Jones,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11651,13171,Lamar,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11652,13173,Lanier,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11660,13175,Laurens,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11680,13179,Liberty,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11690,13181,Lincoln,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11691,13183,Long,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11700,13185,Lowndes,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11701,13187,Lumpkin,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11702,13189,McDuffie,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11703,13191,McIntosh,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11710,13193,Macon,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11720,13195,Madison,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11730,13197,Marion,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11740,13199,Meriwether,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11750,13205,Mitchell,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11760,13207,Monroe,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11770,13209,Montgomery,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11771,13211,Morgan,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11772,13213,Murray,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11780,13215,Muscogee,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11790,13217,Newton,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11800,13219,Oconee,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11801,13221,Oglethorpe,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11810,13223,Paulding,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11811,13225,Peach,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11812,13227,Pickens,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11820,13229,Pierce,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11821,13231,Pike,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11830,13233,Polk,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11831,13235,Pulaski,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11832,13237,Putnam,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11833,13239,Quitman,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11834,13241,Rabun,GA,
H1112,"WELLCARE OF GEORGIA, INC.",Local CCP,HMO/HMOPOS,NA,,11840,13245,Richmond,GA,
